KO	gene	gene_name	EC_name	pathway	superpathway
K00442	frhD	coenzyme F420 hydrogenase subunit delta	NA	Methane metabolism	Energy metabolism
K00443	frhG	coenzyme F420 hydrogenase subunit gamma	EC:1.12.98.1	Methane metabolism	Energy metabolism
K00300	mtdA	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+)	EC:1.5.1.5 1.5.1.-	Methane metabolism	Energy metabolism
K10714	mtdB	methylene-tetrahydromethanopterin dehydrogenase	EC:1.5.1.-	Methane metabolism	Energy metabolism
K13942	hmd	5,10-methenyltetrahydromethanopterin hydrogenase	EC:1.12.98.2	Methane metabolism	Energy metabolism
K00320	mer	5,10-methylenetetrahydromethanopterin reductase	EC:1.5.98.2	Methane metabolism	Energy metabolism
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A	EC:2.1.1.86	Methane metabolism	Energy metabolism
K00584	mtrH	tetrahydromethanopterin S-methyltransferase subunit H	EC:2.1.1.86	Methane metabolism	Energy metabolism
K00400	K00400	methyl coenzyme M reductase system, component A2	NA	Methane metabolism	Energy metabolism
K22480	hdrA1	heterodisulfide reductase subunit A1	EC:1.8.7.3	Methane metabolism	Energy metabolism
K22481	hdrB1	heterodisulfide reductase subunit B1	EC:1.8.7.3	Methane metabolism	Energy metabolism
K22482	hdrC1	heterodisulfide reductase subunit C1	EC:1.8.7.3	Methane metabolism	Energy metabolism
K03388	hdrA2	heterodisulfide reductase subunit A2	EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	Methane metabolism	Energy metabolism
K03389	hdrB2	heterodisulfide reductase subunit B2	EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	Methane metabolism	Energy metabolism
K03390	hdrC2	heterodisulfide reductase subunit C2	EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	Methane metabolism	Energy metabolism
K08264	hdrD	heterodisulfide reductase subunit D	EC:1.8.98.1	Methane metabolism	Energy metabolism
K08265	hdrE	heterodisulfide reductase subunit E	EC:1.8.98.1	Methane metabolism	Energy metabolism
K14127	mvhD	F420-non-reducing hydrogenase iron-sulfur subunit	EC:1.12.99.- 1.8.98.5 1.8.98.6	Methane metabolism	Energy metabolism
K14126	mvhA	F420-non-reducing hydrogenase large subunit	EC:1.12.99.- 1.8.98.5	Methane metabolism	Energy metabolism
K14128	mvhG	F420-non-reducing hydrogenase small subunit	EC:1.12.99.- 1.8.98.5	Methane metabolism	Energy metabolism
K00925	ackA	acetate kinase	EC:2.7.2.1	Methane metabolism	Energy metabolism
K00625	E2.3.1.8	phosphate acetyltransferase	EC:2.3.1.8	Methane metabolism	Energy metabolism
K13788	pta	phosphate acetyltransferase	EC:2.3.1.8	Methane metabolism	Energy metabolism
K01895	ACSS1_2	acetyl-CoA synthetase	EC:6.2.1.1	Methane metabolism	Energy metabolism
K00169	porA	pyruvate ferredoxin oxidoreductase alpha subunit	EC:1.2.7.1	Methane metabolism	Energy metabolism
K00170	porB	pyruvate ferredoxin oxidoreductase beta subunit	EC:1.2.7.1	Methane metabolism	Energy metabolism
K00172	porG	pyruvate ferredoxin oxidoreductase gamma subunit	EC:1.2.7.1	Methane metabolism	Energy metabolism
K00171	porD	pyruvate ferredoxin oxidoreductase delta subunit	EC:1.2.7.1	Methane metabolism	Energy metabolism
K01007	pps	pyruvate, water dikinase	EC:2.7.9.2	Methane metabolism	Energy metabolism
K01834	PGAM	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC:5.4.2.11	Methane metabolism	Energy metabolism
K15633	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EC:5.4.2.12	Methane metabolism	Energy metabolism
K15634	gpmB	probable phosphoglycerate mutase	EC:5.4.2.12	Methane metabolism	Energy metabolism
K15635	apgM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EC:5.4.2.12	Methane metabolism	Energy metabolism
K00058	serA	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	EC:1.1.1.95 1.1.1.399	Methane metabolism	Energy metabolism
K00831	serC	phosphoserine aminotransferase	EC:2.6.1.52	Methane metabolism	Energy metabolism
K01079	serB	phosphoserine phosphatase	EC:3.1.3.3	Methane metabolism	Energy metabolism
K02203	thrH	phosphoserine / homoserine phosphotransferase	EC:3.1.3.3 2.7.1.39	Methane metabolism	Energy metabolism
K22305	psp	phosphoserine phosphatase	EC:3.1.3.3	Methane metabolism	Energy metabolism
K14080	mtaA		methyl-Co(III) methanol-specific corrinoid protein	Methane metabolism	Energy metabolism
K04480	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase	EC:2.1.1.90	Methane metabolism	Energy metabolism
K14081	mtaC	methanol corrinoid protein	NA	Methane metabolism	Energy metabolism
K14082	mtbA		methyl-Co(III) methylamine-specific corrinoid protein	Methane metabolism	Energy metabolism
K14083	mttB	trimethylamine---corrinoid protein Co-methyltransferase	EC:2.1.1.250	Methane metabolism	Energy metabolism
K14084	mttC	trimethylamine corrinoid protein	NA	Methane metabolism	Energy metabolism
K16176	mtmB	methylamine---corrinoid protein Co-methyltransferase	EC:2.1.1.248	Methane metabolism	Energy metabolism
K16177	mtmC	monomethylamine corrinoid protein	NA	Methane metabolism	Energy metabolism
K16178	mtbB	dimethylamine---corrinoid protein Co-methyltransferase	EC:2.1.1.249	Methane metabolism	Energy metabolism
K16179	mtbC	dimethylamine corrinoid protein	NA	Methane metabolism	Energy metabolism
K08097	comA	phosphosulfolactate synthase	EC:4.4.1.19	Methane metabolism	Energy metabolism
K05979	comB	2-phosphosulfolactate phosphatase	EC:3.1.3.71	Methane metabolism	Energy metabolism
K05884	comC	L-2-hydroxycarboxylate dehydrogenase (NAD+)	EC:1.1.1.337	Methane metabolism	Energy metabolism
K06034	comD	sulfopyruvate decarboxylase subunit alpha	EC:4.1.1.79	Methane metabolism	Energy metabolism
K13039	comE	sulfopyruvate decarboxylase subunit beta	EC:4.1.1.79	Methane metabolism	Energy metabolism
K11779	fbiC	FO synthase	EC:2.5.1.147 4.3.1.32	Methane metabolism	Energy metabolism
K11781	cofH	5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase	EC:2.5.1.147	Methane metabolism	Energy metabolism
K11780	cofG	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	EC:4.3.1.32	Methane metabolism	Energy metabolism
K14941	cofC	2-phospho-L-lactate guanylyltransferase	EC:2.7.7.68	Methane metabolism	Energy metabolism
K11212	cofD	LPPG:FO 2-phospho-L-lactate transferase	EC:2.7.8.28	Methane metabolism	Energy metabolism
K12234	cofE	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase	EC:6.3.2.31 6.3.2.34	Methane metabolism	Energy metabolism
K14940	cofF	gamma-F420-2:alpha-L-glutamate ligase	EC:6.3.2.32	Methane metabolism	Energy metabolism
K10977	aksA	methanogen homocitrate synthase	EC:2.3.3.14 2.3.3.-	Methane metabolism	Energy metabolism
K16792	aksD	methanogen homoaconitase large subunit	EC:4.2.1.114	Methane metabolism	Energy metabolism
K16793	aksE	methanogen homoaconitase small subunit	EC:4.2.1.114	Methane metabolism	Energy metabolism
K10978	aksF	methanogen homoisocitrate dehydrogenase	EC:1.1.1.87 1.1.1.-	Methane metabolism	Energy metabolism
K18933	mfnA	tyrosine decarboxylase / aspartate 1-decarboxylase	EC:4.1.1.25 4.1.1.11	Methane metabolism	Energy metabolism
K06914	mfnD	tyramine---L-glutamate ligase	EC:6.3.4.24	Methane metabolism	Energy metabolism
K19793	mfnC	(5-formylfuran-3-yl)methyl phosphate transaminase	EC:2.6.1.108	Methane metabolism	Energy metabolism
K07144	mfnE	5-(aminomethyl)-3-furanmethanol phosphate kinase	EC:2.7.4.31	Methane metabolism	Energy metabolism
K07072	mfnF	(4-(4-	2-(gamma-L-glutamylamino)ethyl	Methane metabolism	Energy metabolism
K01455	E3.5.1.49	formamidase	EC:3.5.1.49	Nitrogen metabolism	Energy metabolism
K02575	NRT	MFS transporter, NNP family, nitrate/nitrite transporter	NA	Nitrogen metabolism	Energy metabolism
K15576	nrtA	nitrate/nitrite transport system substrate-binding protein	NA	Nitrogen metabolism	Energy metabolism
K15577	nrtB	nitrate/nitrite transport system permease protein	NA	Nitrogen metabolism	Energy metabolism
K15578	nrtC	nitrate/nitrite transport system ATP-binding protein	EC:3.6.3.-	Nitrogen metabolism	Energy metabolism
K15579	nrtD	nitrate/nitrite transport system ATP-binding protein	NA	Nitrogen metabolism	Energy metabolism
K00367	narB	ferredoxin-nitrate reductase	EC:1.7.7.2	Nitrogen metabolism	Energy metabolism
K00370	narG	nitrate reductase / nitrite oxidoreductase, alpha subunit	EC:1.7.5.1 1.7.99.-	Nitrogen metabolism	Energy metabolism
K00371	narH	nitrate reductase / nitrite oxidoreductase, beta subunit	EC:1.7.5.1 1.7.99.-	Nitrogen metabolism	Energy metabolism
K00374	narI	nitrate reductase gamma subunit	EC:1.7.5.1 1.7.99.-	Nitrogen metabolism	Energy metabolism
K02567	napA	nitrate reductase (cytochrome)	EC:1.9.6.1	Nitrogen metabolism	Energy metabolism
K02568	napB	nitrate reductase (cytochrome), electron transfer subunit	NA	Nitrogen metabolism	Energy metabolism
K00372	nasA	assimilatory nitrate reductase catalytic subunit	EC:1.7.99.-	Nitrogen metabolism	Energy metabolism
K00360	nasB	assimilatory nitrate reductase electron transfer subunit	EC:1.7.99.-	Nitrogen metabolism	Energy metabolism
K00362	nirB	nitrite reductase (NADH) large subunit	EC:1.7.1.15	Nitrogen metabolism	Energy metabolism
K00363	nirD	nitrite reductase (NADH) small subunit	EC:1.7.1.15	Nitrogen metabolism	Energy metabolism
K00366	nirA	ferredoxin-nitrite reductase	EC:1.7.7.1	Nitrogen metabolism	Energy metabolism
K03385	nrfA	nitrite reductase (cytochrome c-552)	EC:1.7.2.2	Nitrogen metabolism	Energy metabolism
K15876	nrfH	cytochrome c nitrite reductase small subunit	NA	Nitrogen metabolism	Energy metabolism
K00368	nirK	nitrite reductase (NO-forming)	EC:1.7.2.1	Nitrogen metabolism	Energy metabolism
K15864	nirS	nitrite reductase (NO-forming) / hydroxylamine reductase	EC:1.7.2.1 1.7.99.1	Nitrogen metabolism	Energy metabolism
K04561	norB	nitric oxide reductase subunit B	EC:1.7.2.5	Nitrogen metabolism	Energy metabolism
K02305	norC	nitric oxide reductase subunit C	NA	Nitrogen metabolism	Energy metabolism
K00376	nosZ	nitrous-oxide reductase	EC:1.7.2.4	Nitrogen metabolism	Energy metabolism
K02586	nifD	nitrogenase molybdenum-iron protein alpha chain	EC:1.18.6.1	Nitrogen metabolism	Energy metabolism
K02591	nifK	nitrogenase molybdenum-iron protein beta chain	EC:1.18.6.1	Nitrogen metabolism	Energy metabolism
K02588	nifH	nitrogenase iron protein NifH	NA	Nitrogen metabolism	Energy metabolism
K22896	vnfD	vanadium-dependent nitrogenase alpha chain	EC:1.18.6.2	Nitrogen metabolism	Energy metabolism
K22897	vnfK	vanadium-dependent nitrogenase beta chain	EC:1.18.6.2	Nitrogen metabolism	Energy metabolism
K22899	vnfH	vanadium nitrogenase iron protein	NA	Nitrogen metabolism	Energy metabolism
K20932	K20932	hydrazine synthase subunit	EC:1.7.2.7	Nitrogen metabolism	Energy metabolism
K20933	K20933	hydrazine synthase subunit	EC:1.7.2.7	Nitrogen metabolism	Energy metabolism
K20934	K20934	hydrazine synthase subunit	EC:1.7.2.7	Nitrogen metabolism	Energy metabolism
K05601	hcp	hydroxylamine reductase	EC:1.7.99.1	Nitrogen metabolism	Energy metabolism
K10535	hao	hydroxylamine dehydrogenase	EC:1.7.2.6	Nitrogen metabolism	Energy metabolism
K00459	ncd2	nitronate monooxygenase	EC:1.13.12.16	Nitrogen metabolism	Energy metabolism
K19823	NAO	nitroalkane oxidase	EC:1.7.3.1	Nitrogen metabolism	Energy metabolism
K01501	E3.5.5.1	nitrilase	EC:3.5.5.1	Nitrogen metabolism	Energy metabolism
K15371	GDH2	glutamate dehydrogenase	EC:1.4.1.2	Nitrogen metabolism	Energy metabolism
K00260	gudB	glutamate dehydrogenase	EC:1.4.1.2	Nitrogen metabolism	Energy metabolism
K00261	GLUD1_2	glutamate dehydrogenase (NAD(P)+)	EC:1.4.1.3	Nitrogen metabolism	Energy metabolism
K00262	E1.4.1.4	glutamate dehydrogenase (NADP+)	EC:1.4.1.4	Nitrogen metabolism	Energy metabolism
K01915	glnA	glutamine synthetase	EC:6.3.1.2	Nitrogen metabolism	Energy metabolism
K00265	gltB	glutamate synthase (NADPH) large chain	EC:1.4.1.13	Nitrogen metabolism	Energy metabolism
K00266	gltD	glutamate synthase (NADPH) small chain	EC:1.4.1.13	Nitrogen metabolism	Energy metabolism
K00284	GLU	glutamate synthase (ferredoxin)	EC:1.4.7.1	Nitrogen metabolism	Energy metabolism
K01725	cynS	cyanate lyase	EC:4.2.1.104	Nitrogen metabolism	Energy metabolism
K00926	arcC	carbamate kinase	EC:2.7.2.2	Nitrogen metabolism	Energy metabolism
K01673	cynT	carbonic anhydrase	EC:4.2.1.1	Nitrogen metabolism	Energy metabolism
K01674	cah	carbonic anhydrase	EC:4.2.1.1	Nitrogen metabolism	Energy metabolism
K01743	E4.2.1.1	carbonic anhydrase	EC:4.2.1.1	Nitrogen metabolism	Energy metabolism
K02048	cysP	sulfate/thiosulfate transport system substrate-binding protein	NA	Sulfur metabolism	Energy metabolism
K23163	sbp	sulfate/thiosulfate transport system substrate-binding protein	NA	Sulfur metabolism	Energy metabolism
K02046	cysU	sulfate/thiosulfate transport system permease protein	NA	Sulfur metabolism	Energy metabolism
K02047	cysW	sulfate/thiosulfate transport system permease protein	NA	Sulfur metabolism	Energy metabolism
K02045	cysA	sulfate/thiosulfate transport system ATP-binding protein	EC:7.3.2.3	Sulfur metabolism	Energy metabolism
K15551	tauA	taurine transport system substrate-binding protein	NA	Sulfur metabolism	Energy metabolism
K15552	tauC	taurine transport system permease protein	NA	Sulfur metabolism	Energy metabolism
K10831	tauB	taurine transport system ATP-binding protein	EC:7.6.2.7	Sulfur metabolism	Energy metabolism
K03119	tauD	taurine dioxygenase	EC:1.14.11.17	Sulfur metabolism	Energy metabolism
K15553	ssuA	sulfonate transport system substrate-binding protein	NA	Sulfur metabolism	Energy metabolism
K15554	ssuC	sulfonate transport system permease protein	NA	Sulfur metabolism	Energy metabolism
K15555	ssuB	sulfonate transport system ATP-binding protein	EC:3.6.3.-	Sulfur metabolism	Energy metabolism
K04091	ssuD	alkanesulfonate monooxygenase	EC:1.14.14.5	Sulfur metabolism	Energy metabolism
K00299	ssuE	FMN reductase	EC:1.5.1.38	Sulfur metabolism	Energy metabolism
K13811	PAPSS	3'-phosphoadenosine 5'-phosphosulfate synthase	EC:2.7.7.4 2.7.1.25	Sulfur metabolism	Energy metabolism
K00955	cysNC	bifunctional enzyme CysN/CysC	EC:2.7.7.4 2.7.1.25	Sulfur metabolism	Energy metabolism
K00956	cysN	sulfate adenylyltransferase subunit 1	EC:2.7.7.4	Sulfur metabolism	Energy metabolism
K00957	cysD	sulfate adenylyltransferase subunit 2	EC:2.7.7.4	Sulfur metabolism	Energy metabolism
K00958	sat	sulfate adenylyltransferase	EC:2.7.7.4	Sulfur metabolism	Energy metabolism
K00988	APA1_2	sulfate adenylyltransferase (ADP) / ATP adenylyltransferase	EC:2.7.7.5 2.7.7.53	Sulfur metabolism	Energy metabolism
K00860	cysC	adenylylsulfate kinase	EC:2.7.1.25	Sulfur metabolism	Energy metabolism
K01082	cysQ	3'(2'), 5'-bisphosphate nucleotidase	EC:3.1.3.7	Sulfur metabolism	Energy metabolism
K15422	SAL	3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase	EC:3.1.3.7 3.1.3.57	Sulfur metabolism	Energy metabolism
K06881	nrnA	bifunctional oligoribonuclease and PAP phosphatase NrnA	EC:3.1.3.7 3.1.13.3	Sulfur metabolism	Energy metabolism
K00394	aprA	adenylylsulfate reductase, subunit A	EC:1.8.99.2	Sulfur metabolism	Energy metabolism
K00395	aprB	adenylylsulfate reductase, subunit B	EC:1.8.99.2	Sulfur metabolism	Energy metabolism
K00390	cysH	phosphoadenosine phosphosulfate reductase	EC:1.8.4.8 1.8.4.10	Sulfur metabolism	Energy metabolism
K00387	SUOX	sulfite oxidase	EC:1.8.3.1	Sulfur metabolism	Energy metabolism
K05301	E1.8.2.1	sulfite dehydrogenase	EC:1.8.2.1	Sulfur metabolism	Energy metabolism
K21307	soeA	sulfite dehydrogenase (quinone) subunit SoeA	EC:1.8.5.6	Sulfur metabolism	Energy metabolism
K21308	soeB	sulfite dehydrogenase (quinone) subunit SoeB	NA	Sulfur metabolism	Energy metabolism
K21309	soeC	sulfite dehydrogenase (quinone) subunit SoeC	NA	Sulfur metabolism	Energy metabolism
K17222	soxA	L-cysteine S-thiosulfotransferase	EC:2.8.5.2	Sulfur metabolism	Energy metabolism
K17223	soxX	L-cysteine S-thiosulfotransferase	EC:2.8.5.2	Sulfur metabolism	Energy metabolism
K17226	soxY	sulfur-oxidizing protein SoxY	NA	Sulfur metabolism	Energy metabolism
K17227	soxZ	sulfur-oxidizing protein SoxZ	NA	Sulfur metabolism	Energy metabolism
K17224	soxB	S-sulfosulfanyl-L-cysteine sulfohydrolase	EC:3.1.6.20	Sulfur metabolism	Energy metabolism
K17225	soxC	sulfane dehydrogenase subunit SoxC	NA	Sulfur metabolism	Energy metabolism
K22622	soxD	S-disulfanyl-L-cysteine oxidoreductase SoxD	EC:1.8.2.6	Sulfur metabolism	Energy metabolism
K11180	dsrA	dissimilatory sulfite reductase alpha subunit	EC:1.8.99.5	Sulfur metabolism	Energy metabolism
K11181	dsrB	dissimilatory sulfite reductase beta subunit	EC:1.8.99.5	Sulfur metabolism	Energy metabolism
K00380	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component	EC:1.8.1.2	Sulfur metabolism	Energy metabolism
K00381	cysI	sulfite reductase (NADPH) hemoprotein beta-component	EC:1.8.1.2	Sulfur metabolism	Energy metabolism
K16950	asrA	anaerobic sulfite reductase subunit A	NA	Sulfur metabolism	Energy metabolism
K16951	asrB	anaerobic sulfite reductase subunit B	NA	Sulfur metabolism	Energy metabolism
K00385	asrC	anaerobic sulfite reductase subunit C	NA	Sulfur metabolism	Energy metabolism
K00392	sir	sulfite reductase (ferredoxin)	EC:1.8.7.1	Sulfur metabolism	Energy metabolism
K17218	sqr	sulfide:quinone oxidoreductase	EC:1.8.5.4	Sulfur metabolism	Energy metabolism
K17995	hydG	sulfhydrogenase subunit gamma (sulfur reductase)	EC:1.12.98.4	Sulfur metabolism	Energy metabolism
K17996	hydB	sulfhydrogenase subunit beta (sulfur reductase)	EC:1.12.98.4	Sulfur metabolism	Energy metabolism
K17993	hydA	sulfhydrogenase subunit alpha	EC:1.12.1.3 1.12.1.5	Sulfur metabolism	Energy metabolism
K17994	hydD	sulfhydrogenase subunit delta	EC:1.12.1.3 1.12.1.5	Sulfur metabolism	Energy metabolism
K17229	fccB	sulfide dehydrogenase	flavocytochrome c	Sulfur metabolism	Energy metabolism
K17230	fccA	cytochrome subunit of sulfide dehydrogenase	NA	Sulfur metabolism	Energy metabolism
K17219	sreA	sulfur reductase molybdopterin subunit	NA	Sulfur metabolism	Energy metabolism
K17220	sreB	sulfur reductase FeS subunit	NA	Sulfur metabolism	Energy metabolism
K17221	sreC	sulfur reductase membrane anchor	NA	Sulfur metabolism	Energy metabolism
K17725	ETHE1	sulfur dioxygenase	EC:1.13.11.18	Sulfur metabolism	Energy metabolism
K16936	doxA	thiosulfate dehydrogenase (quinone) small subunit	EC:1.8.5.2	Sulfur metabolism	Energy metabolism
K16937	doxD	thiosulfate dehydrogenase (quinone) large subunit	EC:1.8.5.2	Sulfur metabolism	Energy metabolism
K05908	doxDA	thiosulfate dehydrogenase (quinone)	EC:1.8.5.2	Sulfur metabolism	Energy metabolism
K08357	ttrA	tetrathionate reductase subunit A	NA	Sulfur metabolism	Energy metabolism
K08358	ttrB	tetrathionate reductase subunit B	NA	Sulfur metabolism	Energy metabolism
K08359	ttrC	tetrathionate reductase subunit C	NA	Sulfur metabolism	Energy metabolism
K08352	phsA	thiosulfate reductase / polysulfide reductase chain A	EC:1.8.5.5	Sulfur metabolism	Energy metabolism
K08353	phsB	thiosulfate reductase electron transport protein	NA	Sulfur metabolism	Energy metabolism
K08354	phsC	thiosulfate reductase cytochrome b subunit	NA	Sulfur metabolism	Energy metabolism
K01011	TST	thiosulfate/3-mercaptopyruvate sulfurtransferase	EC:2.8.1.1 2.8.1.2	Sulfur metabolism	Energy metabolism
K02439	glpE	thiosulfate sulfurtransferase	EC:2.8.1.1	Sulfur metabolism	Energy metabolism
K00640	cysE	serine O-acetyltransferase	EC:2.3.1.30	Sulfur metabolism	Energy metabolism
